time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,eta_hat1,eta_hat2,eta_hat3,eta_hat4,fault_index
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.01,-2.6413174955735643e-11,-2.852761295948967e-11,-6.747340961824919e-06,0.0,0.0,0.02,5.8191315772486047e-08,-5.387823275834949e-08,1.9515382309712945e-15,1.1032765473622876,-1.1032709197722328,1.1032761302510026,-1.1032817578410299,1.0,1.0,1.0,1.0,0.0
0.02,-8.399332889442827e-10,-9.07128725412521e-10,-1.3421281806353227e-05,0.0,0.0,0.04,1.8457667028840556e-06,-1.7090419169406088e-06,1.611607791216722e-12,2.101347891272608,-2.1011789638441347,2.101335378319337,-2.101504305725021,1.0,1.0,1.0,1.0,0.0
0.03,-4.607678355187856e-09,-4.975227587028142e-09,-1.9866322870831985e-05,0.0,0.0,0.06,1.0007141186760233e-05,-9.267874844268274e-06,4.77633800772244e-11,3.006560982475627,-3.0056915358268643,3.0064967662737043,-3.007366212247092,1.0,1.0,1.0,1.0,0.0
0.04,-1.478153448972896e-08,-1.5952624016307935e-08,-2.602918140569083e-05,0.0,0.0,0.08,3.115971956686921e-05,-2.8872813927762944e-05,4.633678839126843e-10,3.829829610193453,-3.8272519944937873,3.8296405824865998,-3.832218191634243,1.0,1.0,1.0,1.0,0.0
0.05,-3.6692930541811984e-08,-3.956487224357089e-08,-3.1872600893075683e-05,0.0,0.0,0.1,7.306937011530074e-05,-6.777167091546203e-05,2.54904753002936e-09,4.580793897092059,-4.575025432744923,4.580376592155787,-4.586145020459391,1.0,1.0,1.0,1.0,0.0
0.06,-7.920864553174379e-08,-8.52957076266884e-08,-3.737184194775302e-05,0.0,0.0,0.12,0.00014407711870183877,-0.00013383735079601166,9.915811233783772e-09,5.267965698274687,-5.257089049799034,5.267196522366352,-5.2780730306324335,1.0,1.0,1.0,1.0,0.0
0.07,-1.5760252313433792e-07,-1.694179430138056e-07,-4.251167075729495e-05,0.0,0.0,0.14,0.0002525900097880347,-0.00023516865185695856,3.050312572995175e-08,5.898867083108862,-5.880601012132902,5.8976196525182525,-5.915885292180014,1.0,1.0,1.0,1.0,0.0
0.08,-2.980344528573431e-07,-3.196888493118944e-07,-4.728392414026971e-05,0.0,0.0,0.16,0.00040665636309659904,-0.00037978984151513167,7.916009818627169e-08,6.480178164483117,-6.451967879841358,6.478347608690485,-6.506556774008458,1.0,1.0,1.0,1.0,0.0
0.09,-5.424149389300694e-07,-5.803680344849686e-07,-5.168568197220935e-05,0.0,0.0,0.18,0.000613414768480882,-0.0005752123433373792,1.8040243526412742e-07,7.017720974415388,-6.976843688731195,7.01525232057068,-7.056127055364437,1.0,1.0,1.0,1.0,0.0
0.1,-9.545838360648223e-07,-1.0184828247528694e-06,-5.57177379775979e-05,0.0,0.0,0.2,0.0008788339376466391,-0.0008282500655741553,3.709948523422254e-07,7.516602125164886,-7.460271651161973,7.51351959063418,-7.569844818769882,1.0,1.0,1.0,1.0,0.0
