time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.01,-1.1314826108698565e-08,1.1314804419705626e-08,1.557455880819816e-06,0.0,0.0,0.02,4.754357292101237e-07,4.754366404024261e-07,-1.0242407081568134e-13,1.134722060269284,-1.134678437387861,1.1346348144198497,-1.1346784373027214
0.02,-3.5842241742754256e-07,3.5842158812639414e-07,3.1289165860855703e-06,0.0,0.0,0.04,1.5061301764823286e-05,1.5061336627511794e-05,-1.1348661019949952e-10,2.1597543851233523,-2.158443823729782,2.1571332576929634,-2.1584438206912337
0.03,-1.935970026014977e-06,1.9359655333614954e-06,4.7261359842414125e-06,0.0,0.0,0.06,8.137213568346588e-05,8.137232431340268e-05,-3.312116987769184e-09,3.0910883672370653,-3.084354659608432,3.0776208895377035,-3.0843546439996716
0.04,-5.96946215826238e-06,5.969448503611546e-06,6.357882808927389e-06,0.0,0.0,0.08,0.00025107211085417694,0.0002510726773489816,-3.151678160006021e-08,3.9437444056609325,-3.923940868670222,3.9041368415302973,-3.9239408241683
0.05,-1.374874996365515e-05,1.3748719456745882e-05,8.030190442520355e-06,0.0,0.0,0.1,0.0005790340809103695,0.0005790352688704291,-1.676147326912432e-07,4.7309689457767945,-4.687383243098093,4.643795082903505,-4.687383155654528
0.06,-2.6364363784452703e-05,2.636430795505244e-05,9.746961373361234e-06,0.0,0.0,0.12,0.001112930090135118,0.0011129317584615739,-6.191711959760016e-07,5.463655746981727,-5.3836719182859865,5.303679227909298,-5.3836718116857485
0.07,-4.444373003162011e-05,4.444364068859348e-05,1.151049473515901e-05,0.0,0.0,0.14,0.0018831484616795206,0.001883148911087399,-1.7726184876358342e-06,6.14994510883242,-6.020773495288377,5.891576849067227,-6.020773527436686
0.08,-6.793108063771325e-05,6.793094560482722e-05,1.3321901260723642e-05,0.0,0.0,0.16,0.0028946810491940725,0.0028946746809173506,-4.188103218194428e-06,6.795026429316807,-6.605702110549913,6.416319214797269,-6.605702753343669
0.09,-9.601165914968953e-05,9.601144302341298e-05,1.518142635930409e-05,0.0,0.0,0.18,0.004124706382297938,0.0041246805645180655,-8.502936485928495e-06,7.401400506521061,-7.144550930891479,6.887583378804661,-7.144553185956155
0.1,-0.00012708522593479768,0.000127084818484567,1.7088724099225875e-05,0.0,0.0,0.2,0.0055227961768746945,0.005522729462921239,-1.5242732421000464e-05,7.969546155934832,-7.642858148900089,7.3159600553308195,-7.6428635946019945
