time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,eta_hat1,eta_hat2,eta_hat3,eta_hat4,fault_index
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.01,-2.678224169583301e-11,2.892623748134791e-11,-6.747184557425508e-06,0.0,0.0,0.02,-5.900436904508024e-08,-5.463098950679766e-08,-1.972359861915676e-16,1.1109241681871451,-1.110928906263079,1.1109340760301978,-1.1109293379542684,1.0,1.0,1.0,1.0,0.0
0.02,-8.516559986451781e-10,9.198251563617917e-10,-1.341943134056091e-05,0.0,0.0,0.04,-1.8715335362309146e-06,-1.7328323319174722e-06,-1.6776796362048851e-12,2.1156682867075576,-2.1158123304664067,2.115968434498639,-2.1158243907714396,1.0,1.0,1.0,1.0,0.0
0.03,-4.672475085364421e-09,5.046243653513572e-09,-1.9860079730966163e-05,0.0,0.0,0.06,-1.0148029140110789e-05,-9.396382641100235e-06,-4.915391429071687e-11,3.026319002819041,-3.0270692239024157,3.02787698368636,-3.0271267635193846,1.0,1.0,1.0,1.0,0.0
0.04,-1.499436334536884e-08,1.619115453940535e-08,-2.601515597244194e-05,0.0,0.0,0.08,-3.160750601380619e-05,-2.927137607736901e-05,-4.765886714012629e-10,3.8534229735109586,-3.8556720987055457,3.858078931957835,-3.855829815548837,1.0,1.0,1.0,1.0,0.0
0.05,-3.724491293063825e-08,4.020239501160837e-08,-3.184694440146638e-05,0.0,0.0,0.1,-7.415428886718997e-05,-6.870181305730961e-05,-2.622592800523957e-09,4.6062277803967095,-4.611315018862728,4.6167282071985785,-4.611641016558041,1.0,1.0,1.0,1.0,0.0
0.06,-8.047644605500909e-08,8.680857229852472e-08,-3.7330428514051e-05,0.0,0.0,0.12,-0.0001463111188074607,-0.00013565979969540288,-1.0208561248967484e-08,5.292872618347932,-5.302563438369988,5.312822990806439,-5.303132355017371,1.0,1.0,1.0,1.0,0.0
0.07,-1.602483372686734e-07,1.726854761949722e-07,-4.245023588124571e-05,0.0,0.0,0.14,-0.00025670158011390566,-0.0002383228127958395,-3.142570702053867e-08,5.920549013321252,-5.936984829863297,5.954310037279072,-5.9378747821889455,1.0,1.0,1.0,1.0,0.0
0.08,-3.0302907073441277e-07,3.2611655874472166e-07,-4.719817987514581e-05,0.0,0.0,0.16,-0.00041362417954324884,-0.0003847567521925215,-8.161263163963329e-08,6.495667452731697,-6.5212947265920205,6.5482159144091545,-6.522590084122929,1.0,1.0,1.0,1.0,0.0
0.09,-5.51918869263158e-07,5.929953420669479e-07,-5.157135438532163e-05,0.0,0.0,0.18,-0.0006246048647823943,-0.0005825850761313131,-1.8619848396475495e-07,7.023946189860904,-7.061428994670878,7.1007090493594625,-7.063229505672757,1.0,1.0,1.0,1.0,0.0
0.1,-9.718883465559963e-07,1.0422059867826481e-06,-5.557061944829534e-05,0.0,0.0,0.2,-0.0008959476370432845,-0.0008386171887964665,-3.8338739068816583e-07,7.510421551750369,-7.562545366365425,7.617096532704453,-7.564979369460769,1.0,1.0,1.0,1.0,0.0
0.11,-1.6546366762472848e-06,1.7704808678697686e-06,-5.9199230522668933e-05,0.0,0.0,0.22000000000000003,-0.0012325733352384915,-0.0011586992753460802,-7.262808823107103e-07,7.9595544101067395,-8.02913549877746,8.101942099602358,-8.032373500530323,1.0,1.0,1.0,1.0,0.0
0.12,-2.729479955178988e-06,2.913377529537954e-06,-6.246229864410032e-05,0.0,0.0,0.24,-0.0016379992171359943,-0.0015477137604592976,-1.2841222526394406e-06,8.375427150691399,-8.465225669534691,8.559269291654731,-8.469492665278187,1.0,1.0,1.0,1.0,0.0
0.13,-4.371454169937731e-06,4.6531079733143276e-06,-6.536591021168587e-05,0.0,0.0,0.26,-0.0021143365576566796,-0.0020094965516717356,-2.1425051021707753e-06,8.761841701440572,-8.874484565860486,8.992672187771573,-8.880065538799984,1.0,1.0,1.0,1.0,0.0
0.14,-6.805895459197359e-06,7.222418561157046e-06,-6.791660418306891e-05,0.0,0.0,0.28,-0.0026620838016427743,-0.002546454430073263,-3.4017161506170295e-06,9.122181376990646,-9.260094207268287,9.405183460663016,-9.267327651099867,1.0,1.0,1.0,1.0,0.0
0.15,-1.0316317611880668e-05,1.0911622479067956e-05,-7.012098621648025e-05,0.0,0.0,0.3,-0.003280299813489156,-0.003159490854767556,-5.173971475347703e-06,9.459501014869613,-9.62485933686405,9.799387470872217,-9.634115169610643,1.0,1.0,1.0,1.0,0.0
0.16,-1.5254186987115883e-05,1.6077493352805015e-05,-7.198558295526567e-05,0.0,0.0,0.32,-0.003966689068568509,-0.0038478407079039,-7.579155777465385e-06,9.776559619184146,-9.971252089460835,10.177461676055893,-9.982894204892728,1.0,1.0,1.0,1.0,0.0
0.17,-2.2045911741911614e-05,2.3148879586633793e-05,-7.351656749113978e-05,0.0,0.0,0.34,-0.004717908807260543,-0.004608970020784827,-1.074024337596967e-05,10.0758786993418,-10.30149476736179,10.541263403890943,-10.315823074744847,1.0,1.0,1.0,1.0,0.0
0.18,-3.119475961372408e-05,3.2627986423236046e-05,-7.471967622869943e-05,0.0,0.0,0.36,-0.0055297756664546725,-0.005438562895056396,-1.4778282088816075e-05,10.359761577198086,-10.617590848894585,10.892365472237442,-10.634776143773815,1.0,1.0,1.0,1.0,0.0
0.19,-4.328430437092384e-05,4.509312886112168e-05,-7.560011338784627e-05,0.0,0.0,0.38,-0.0063975312526274464,-0.00633051126767255,-1.9807727233942013e-05,10.630317108930745,-10.921363343450823,11.232102632835536,-10.941375570133888,1.0,1.0,1.0,1.0,0.0
0.2,-5.898278559230449e-05,6.12030735012967e-05,-7.616250249149826e-05,0.0,0.0,0.4,-0.007316003885897363,-0.007276940631478791,-2.593166416236587e-05,10.889471592622893,-11.214474253268854,11.56160209781913,-11.237014209656714,1.0,1.0,1.0,1.0,0.0
0.21,-7.904373964748604e-05,8.16988161962482e-05,-7.64108615675189e-05,0.0,0.0,0.42000000000000004,-0.008279717704154492,-0.008268409814589716,-3.323783770034943e-05,11.138974966505916,-11.498430853690062,11.881810028958212,-11.522881969914105,1.0,1.0,1.0,1.0,0.0
0.22,-0.00010430442162725151,0.00010740412641013411,-7.634862023243406e-05,0.0,0.0,0.44000000000000006,-0.009282938417739512,-0.009294235242506612,-4.179424392143533e-05,11.3804105757825,-11.774592663005247,12.19352472248205,-11.800001732299823,1.0,1.0,1.0,1.0,0.0
0.23,-0.0001356820990454358,0.00013922569366380812,-7.597860589424299e-05,0.0,0.0,0.4600000000000001,-0.010319666836409436,-0.01034303693297316,-5.164559911944937e-05,11.615202339258742,-12.044171040259824,12.497434307123298,-12.069274573187817,1.0,1.0,1.0,1.0,0.0
0.24,-0.00017417214974883784,0.00017815264374394628,-7.530306432476412e-05,0.0,0.0,0.48,-0.011383604226754404,-0.011402927883644135,-6.280821828942827e-05,11.844616241414512,-12.308226688374234,12.794125195744993,-12.331492116912663,1.0,1.0,1.0,1.0,0.0
0.25,-0.00022083999062681226,0.00022525527509368486,-7.432370135711626e-05,0.0,0.0,0.5,-0.01246802604468861,-0.01246242424293197,-7.526698522223207e-05,12.069770212770624,-12.567664048624005,13.084129482811841,-12.58739940998779,1.0,1.0,1.0,1.0,0.0
0.26,-0.0002768165337574062,0.00028168324852673925,-7.304170451635702e-05,0.0,0.0,0.52,-0.013565677441539312,-0.013510709061665481,-8.89702166819532e-05,12.291639013337441,-12.823228672398859,13.36792897079173,-12.837706374092846,1.0,1.0,1.0,1.0,0.0
0.27,-0.0003432903732163772,0.00034866338363695134,-7.145777554717592e-05,0.0,0.0,0.54,-0.014668640996552707,-0.01453834253435274,-0.00010382902108323586,12.511064242404075,-13.075504077017534,13.645987572129023,-13.083133385908425,1.0,1.0,1.0,1.0,0.0
0.28,-0.0004214970553736377,0.000427492509354693,-6.957214776626367e-05,0.0,0.0,0.56,-0.01576807745470732,-0.015537508217895995,-0.00011970627296683571,12.728768332182984,-13.324915335117048,13.918733658791353,-13.32440382272242,1.0,1.0,1.0,1.0,0.0
0.29,-0.0005127110379756993,0.0005195312886350078,-6.738463014578915e-05,0.0,0.0,0.58,-0.01685424895176359,-0.01650231117660027,-0.00013641782914293292,12.945374180978089,-13.571750097759061,14.18658085431094,-13.562263531961904,1.0,1.0,1.0,1.0,0.0
0.3,-0.0006182498228268798,0.0006262069589170206,-6.489456270605403e-05,0.0,0.0,0.6,-0.01791651640439492,-0.017428516488833402,-0.00015373309845881914,13.161397564754012,-13.816157357580451,14.449904211284665,-13.797450664637932,1.0,1.0,1.0,1.0,0.0
